title,Url,description,Assesment Length,job level,languages
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Automotive Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,"Multi-choice test that measures the knowledge of auto engine classification, engine fuel system, auto-vehicle technology, maintenance, inspection and troubleshooting.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Basic Biology (New),https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,Multi choice test that measures the candidate's basic understanding of Biology.,Approximate Completion Time in minutes = 6,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),"
Basic Computer Literacy (Windows 10) (New),https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,"The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. This simulation consists of both multiple choice and simulation-based questions, and includes the following topics: Application Software, Computer Terms, Internet and Email, Managing Files, Operating System, and Parts of the Computer.",Approximate Completion Time in minutes = 30,"Entry-Level,","English (USA),"
Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",Approximate Completion Time in minutes = 10,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",Approximate Completion Time in minutes = 8,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biotech Lab Techniques (New),https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",Approximate Completion Time in minutes = 5,"Graduate, Professional Individual Contributor, Mid-Professional,","English (USA),"
BizTalk (New),https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",Approximate Completion Time in minutes = 16,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communication (adaptive),https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",Approximate Completion Time in minutes = 24,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Automotive Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,"Multi-choice test that measures the knowledge of auto engine classification, engine fuel system, auto-vehicle technology, maintenance, inspection and troubleshooting.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Basic Biology (New),https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,Multi choice test that measures the candidate's basic understanding of Biology.,Approximate Completion Time in minutes = 6,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),"
Basic Computer Literacy (Windows 10) (New),https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,"The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. This simulation consists of both multiple choice and simulation-based questions, and includes the following topics: Application Software, Computer Terms, Internet and Email, Managing Files, Operating System, and Parts of the Computer.",Approximate Completion Time in minutes = 30,"Entry-Level,","English (USA),"
Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",Approximate Completion Time in minutes = 10,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",Approximate Completion Time in minutes = 8,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biotech Lab Techniques (New),https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",Approximate Completion Time in minutes = 5,"Graduate, Professional Individual Contributor, Mid-Professional,","English (USA),"
BizTalk (New),https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",Approximate Completion Time in minutes = 16,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communication (adaptive),https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",Approximate Completion Time in minutes = 24,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Automotive Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,"Multi-choice test that measures the knowledge of auto engine classification, engine fuel system, auto-vehicle technology, maintenance, inspection and troubleshooting.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Basic Biology (New),https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,Multi choice test that measures the candidate's basic understanding of Biology.,Approximate Completion Time in minutes = 6,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),"
Basic Computer Literacy (Windows 10) (New),https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,"The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. This simulation consists of both multiple choice and simulation-based questions, and includes the following topics: Application Software, Computer Terms, Internet and Email, Managing Files, Operating System, and Parts of the Computer.",Approximate Completion Time in minutes = 30,"Entry-Level,","English (USA),"
Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",Approximate Completion Time in minutes = 10,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",Approximate Completion Time in minutes = 8,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Biotech Lab Techniques (New),https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",Approximate Completion Time in minutes = 5,"Graduate, Professional Individual Contributor, Mid-Professional,","English (USA),"
BizTalk (New),https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",Approximate Completion Time in minutes = 16,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communication (adaptive),https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",Approximate Completion Time in minutes = 24,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",Approximate Completion Time in minutes = 4,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",Approximate Completion Time in minutes = 12,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Approximate Completion Time in minutes = 12,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",Approximate Completion Time in minutes = 4,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",Approximate Completion Time in minutes = 12,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Approximate Completion Time in minutes = 12,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",Approximate Completion Time in minutes = 4,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",Approximate Completion Time in minutes = 12,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Approximate Completion Time in minutes = 12,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",Approximate Completion Time in minutes = 35,,"English (USA),"
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",Approximate Completion Time in minutes = 4,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",Approximate Completion Time in minutes = 12,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",Approximate Completion Time in minutes = 13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Approximate Completion Time in minutes = 12,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
